,name,geo_type,popestimate2010,popestimate2020,n_pop_chg_2010_2020,births_2010_2020,deaths_2010_2020,natural_increase_2010_2020,int_migration_2010_2020,dom_migration_2010_2020,net_migration_2010_2020,dom_migration_rate_1020,int_migration_rate_1020
980,"Santa Cruz County, CA",County or equivalent,263174,269925,7580,29038,18157,10881,1603,-4810,-3207,-0.01827688145485496,0.006091027229133577
981,"Santa Fe County, NM",County or equivalent,144526,151946,7709,13243,11800,1443,2680,3727,6407,0.025787747533315804,0.018543376278316703
982,"Santa Barbara County, CA",County or equivalent,424218,444766,20819,57494,31893,25601,8432,-12997,-4565,-0.03063754956178192,0.01987657289412519
983,"Sonoma County, CA",County or equivalent,484675,489819,5953,50154,42154,8000,2871,-4655,-1784,-0.00960437406509517,0.005923557022747202
984,"Bryan County, GA",County or equivalent,30404,40755,10517,5240,2560,2680,382,7436,7818,0.24457308248914614,0.012564136297855546
985,"Chatham County, GA",County or equivalent,265799,289463,24351,39133,24516,14617,6697,2954,9651,0.011113661074721877,0.0251957306084673
986,"Effingham County, GA",County or equivalent,52469,65765,13507,7731,4367,3364,373,9743,10116,0.18569059825801898,0.007108959576130667
987,"Lackawanna County, PA",County or equivalent,214523,208989,-5438,22025,27580,-5555,6580,-6347,233,-0.02958657113689441,0.030672701761582682
988,"Luzerne County, PA",County or equivalent,321017,316982,-3935,32908,41492,-8584,8819,-3899,4920,-0.012145774211334602,0.02747206534233389
989,"Wyoming County, PA",County or equivalent,28250,26557,-1734,2794,3220,-426,76,-1375,-1299,-0.04867256637168142,0.0026902654867256635
990,"King County, WA",County or equivalent,1938431,2274315,343026,256380,132315,124065,171295,47335,218630,0.024419233906184952,0.08836786039843564
991,"Snohomish County, WA",County or equivalent,715522,830393,117094,98063,53988,44075,25822,47011,72833,0.06570168352615294,0.036088338304063335
992,"Pierce County, WA",County or equivalent,795402,913890,118670,116321,66397,49924,17337,51442,68779,0.06467421505100565,0.021796525530486468
993,"Indian River County, FL",County or equivalent,138277,162518,24490,12969,20372,-7403,2352,29438,31790,0.2128915148578578,0.0170093363321449
994,"Highlands County, FL",County or equivalent,98637,106639,7853,9120,15875,-6755,3406,11278,14684,0.1143384328396038,0.03453065279763172
995,"Sheboygan County, WI",County or equivalent,115520,115240,-269,12894,11309,1585,791,-2610,-1819,-0.02259349030470914,0.006847299168975069
996,"Grayson County, TX",County or equivalent,121029,138318,17449,16034,14524,1510,1221,14769,15990,0.12202860471457255,0.010088491188062366
997,"Bossier Parish, LA",County or equivalent,117637,127275,10286,17988,10592,7396,1748,1083,2831,0.00920628713755026,0.014859270467624981
998,"Caddo Parish, LA",County or equivalent,255652,237479,-17490,35766,28294,7472,1409,-26444,-25035,-0.10343748533162267,0.005511398307073678
999,"De Soto Parish, LA",County or equivalent,26670,27650,994,3446,3058,388,5,619,624,0.023209598800149986,0.00018747656542932132
1000,"Cochise County, AZ",County or equivalent,131823,127450,-3909,15790,13365,2425,2745,-9309,-6564,-0.07061741881158827,0.020823376800710044
1001,"Woodbury County, IA",County or equivalent,102393,103138,965,15358,9743,5615,1944,-6612,-4668,-0.06457472678796403,0.01898567284872989
1002,"Dakota County, NE",County or equivalent,21033,20070,-936,3721,1639,2082,300,-3350,-3050,-0.15927352255978697,0.014263300527742119
1003,"Dixon County, NE",County or equivalent,5988,5596,-407,761,637,124,56,-592,-536,-0.09886439545758184,0.009352037408149631
1004,"Union County, SD",County or equivalent,14488,16192,1798,1728,1253,475,400,919,1319,0.06343180563224737,0.027609055770292656
1005,"Lincoln County, SD",County or equivalent,45185,63019,18192,8281,2425,5856,107,12100,12207,0.26778798273763416,0.002368042491977426
1006,"McCook County, SD",County or equivalent,5609,5520,-98,812,763,49,94,-239,-145,-0.04261009092529863,0.016758780531289
1007,"Minnehaha County, SD",County or equivalent,169964,196659,27185,29573,14126,15447,8096,3630,11726,0.021357463933538868,0.04763361653055941
1008,"Turner County, SD",County or equivalent,8352,8368,19,936,1059,-123,24,123,147,0.014727011494252871,0.002873563218390805
1009,"St. Joseph County, IN",County or equivalent,266799,271484,4570,36085,26871,9214,5432,-10000,-4568,-0.0374813998553218,0.0203598964014108
1010,"Cass County, MI",County or equivalent,52245,51584,-703,4942,5397,-455,89,-306,-217,-0.005857019810508183,0.0017035122978275436
1011,"Spartanburg County, SC",County or equivalent,284769,326205,41876,37858,31185,6673,2234,33031,35265,0.11599226039351193,0.007844955033729093
1012,"Spokane County, WA",County or equivalent,472102,528225,57005,60875,45860,15015,5802,36435,42237,0.0771761187201071,0.012289717052670821
1013,"Stevens County, WA",County or equivalent,43472,46360,2828,4436,4679,-243,147,2953,3100,0.06792878174457123,0.003381486934118513
1014,"Menard County, IL",County or equivalent,12696,12068,-637,1231,1334,-103,-11,-524,-535,-0.0412728418399496,-0.0008664146187775677
1015,"Sangamon County, IL",County or equivalent,197769,193882,-3581,23441,20207,3234,2432,-9172,-6740,-0.04637733921898781,0.01229717498697976
1016,"Franklin County, MA",County or equivalent,71372,70267,-1114,5914,7225,-1311,1612,-1371,241,-0.01920921369724822,0.022585888023314463
1017,"Hampden County, MA",County or equivalent,464248,463986,366,52849,45653,7196,23191,-29976,-6785,-0.06456893729213696,0.04995390394788992
1018,"Hampshire County, MA",County or equivalent,159331,161401,3343,10685,12941,-2256,6986,-1466,5520,-0.009200971562345056,0.04384583037826914
1019,"Christian County, MO",County or equivalent,77841,90655,13241,10527,6429,4098,348,8783,9131,0.11283256895466401,0.004470651713107488
1020,"Dallas County, MO",County or equivalent,16723,17219,450,2155,2007,148,87,214,301,0.012796746995156372,0.0052024158344794605
1021,"Greene County, MO",County or equivalent,275320,294997,19818,35778,28568,7210,3113,9555,12668,0.0347050704634607,0.011306842946389657
1022,"Polk County, MO",County or equivalent,31158,32490,1360,4014,3680,334,3,1040,1043,0.03337826561396752,9.628345850182938e-05
1023,"Webster County, MO",County or equivalent,36320,39859,3595,5702,3468,2234,49,1328,1377,0.03656387665198238,0.0013491189427312774
1024,"Clark County, OH",County or equivalent,138272,133593,-4746,16273,17744,-1471,664,-3867,-3203,-0.027966616523952787,0.004802129136773896
1025,"Centre County, PA",County or equivalent,154242,161496,7488,12487,10114,2373,9996,-4887,5109,-0.031683977126852614,0.06480725094332282
1026,"Augusta County, VA",County or equivalent,73593,76544,2785,7010,7335,-325,388,2766,3154,0.03758509640862582,0.005272240566358213
1027,"Staunton city, VA",County or equivalent,23738,25190,1445,2969,3743,-774,612,1596,2208,0.06723397084842868,0.025781447468194454
1028,"Waynesboro city, VA",County or equivalent,20989,22741,1747,2955,2745,210,564,978,1542,0.04659583591405022,0.02687121825718233
1029,"San Joaquin County, CA",County or equivalent,687115,767967,82669,103227,55216,48011,10100,24846,34946,0.036159885899740216,0.014699140609650494
1030,"Clarendon County, SC",County or equivalent,34947,33415,-1534,3414,4067,-653,75,-940,-865,-0.026897873923369675,0.0021461069619709847
1031,"Sumter County, SC",County or equivalent,107610,106360,-1125,14906,11266,3640,1258,-5999,-4741,-0.05574760709971192,0.011690363349131122
1032,"Madison County, NY",County or equivalent,73442,70478,-2979,6804,6361,443,317,-3741,-3424,-0.050938155278995666,0.004316331254595463
1033,"Onondaga County, NY",County or equivalent,467549,459214,-7854,53964,43840,10124,13271,-31285,-18014,-0.0669127727788959,0.028384190747921607
1034,"Oswego County, NY",County or equivalent,122141,116346,-5763,13106,11092,2014,485,-8309,-7824,-0.06802793492766558,0.0039708206089683245
1035,"Gadsden County, FL",County or equivalent,47792,45277,-2460,5615,4835,780,504,-3775,-3271,-0.07898811516571813,0.01054569802477402
1036,"Jefferson County, FL",County or equivalent,14754,14543,-218,1288,1648,-360,169,-38,131,-0.002575572726040396,0.011454520807916495
1037,"Leon County, FL",County or equivalent,275981,295460,19977,30932,18935,11997,6265,1539,7804,0.005576470844007377,0.022700838101173636
1038,"Wakulla County, FL",County or equivalent,30824,34319,3538,3337,2757,580,93,2859,2952,0.09275240072670646,0.0030171295094731376
1039,"Hernando County, FL",County or equivalent,172978,198792,26014,15764,27343,-11579,2251,35264,37515,0.2038640752003145,0.01301321555342298
1040,"Hillsborough County, FL",County or equivalent,1233511,1497957,268750,173670,106438,67232,83588,116913,200501,0.09478067078445186,0.06776429233302338
1041,"Pasco County, FL",County or equivalent,465516,570412,105705,50812,61649,-10837,8730,107423,116153,0.2307611338815422,0.01875338334235558
1042,"Pinellas County, FL",County or equivalent,916428,976802,60003,85520,122048,-36528,21738,74630,96368,0.081435748362119,0.02372035773677801
1043,"Clay County, IN",County or equivalent,26863,26246,-650,3266,3120,146,5,-798,-793,-0.029706287458586163,0.0001861296206678331
1044,"Parke County, IN",County or equivalent,17279,16871,-478,2021,1688,333,11,-829,-818,-0.04797731350193877,0.000636610914983506
1045,"Sullivan County, IN",County or equivalent,21387,20578,-895,2287,2441,-154,-27,-713,-740,-0.033338009070930937,-0.001262449151353626
1046,"Vermillion County, IN",County or equivalent,16117,15329,-881,1690,2178,-488,104,-498,-394,-0.030899050691816095,0.006452813799094124
1047,"Vigo County, IN",County or equivalent,107891,106608,-1242,12774,11955,819,1610,-3626,-2016,-0.03360799325244923,0.014922468046454291
1048,"Little River County, AR",County or equivalent,13133,12180,-988,1477,1713,-236,-30,-726,-756,-0.055280590877941065,-0.002284321937105003
1049,"Miller County, AR",County or equivalent,43568,43177,-285,6020,4892,1128,-125,-1263,-1388,-0.028989166360631657,-0.0028690782225486594
1050,"Bowie County, TX",County or equivalent,92645,93481,917,12199,10387,1812,673,-1519,-846,-0.016395919909331317,0.0072642884127583785
1051,"Sumter County, FL",County or equivalent,94286,139018,45598,4768,17198,-12430,244,57205,57449,0.606717858430732,0.002587870945845619
1052,"Fulton County, OH",County or equivalent,42630,41889,-809,4964,4332,632,256,-1694,-1438,-0.039737274220032835,0.0060051606849636395
1053,"Lucas County, OH",County or equivalent,441447,428294,-13519,56915,46166,10749,4931,-29338,-24407,-0.06645871418312957,0.01117008383792392
1054,"Ottawa County, OH",County or equivalent,41359,40253,-1180,3452,5053,-1601,41,418,459,0.010106627336250876,0.000991319906187287
1055,"Wood County, OH",County or equivalent,125956,131113,5623,13774,11251,2523,1865,1228,3093,0.009749436311092765,0.014806757915462545
1056,"Jackson County, KS",County or equivalent,13461,13171,-289,1717,1412,305,17,-615,-598,-0.04568754178738578,0.0012629076591635091
1057,"Jefferson County, KS",County or equivalent,19120,19032,-76,1928,1856,72,2,-143,-141,-0.00747907949790795,0.00010460251046025104
1058,"Osage County, KS",County or equivalent,16274,15770,-524,1712,1995,-283,21,-259,-238,-0.01591495637212732,0.0012904018680103232
1059,"Shawnee County, KS",County or equivalent,178365,175999,-1944,23328,18831,4497,1641,-8019,-6378,-0.04495837187789084,0.009200235472205871
1060,"Wabaunsee County, KS",County or equivalent,7047,6906,-149,810,662,148,23,-321,-298,-0.045551298424861636,0.0032638001986660986
1061,"Mercer County, NJ",County or equivalent,367717,367239,-246,42239,30039,12200,18281,-30869,-12588,-0.08394770978768999,0.04971486224460658
1062,"Pima County, AZ",County or equivalent,981649,1061175,80909,117433,96509,20924,25365,35533,60898,0.03619725584195573,0.025839174694824732
1063,"Creek County, OK",County or equivalent,70243,71485,1500,8653,8819,-166,377,1330,1707,0.018934271030565324,0.005367082840994832
1064,"Okmulgee County, OK",County or equivalent,40082,38234,-1827,4887,5388,-501,41,-1355,-1314,-0.03380569831844718,0.0010229030487500623
1065,"Osage County, OK",County or equivalent,47487,46642,-819,4523,4895,-372,122,-549,-427,-0.011561058816097036,0.0025691241813548967
1066,"Pawnee County, OK",County or equivalent,16588,16381,-188,1987,2142,-155,61,-93,-32,-0.005606462503014227,0.0036773571256329884
1067,"Rogers County, OK",County or equivalent,87016,93155,6245,10300,8814,1486,442,4396,4838,0.05051944469982532,0.005079525604486532
1068,"Tulsa County, OK",County or equivalent,605024,657589,54138,94763,59943,34820,13870,5681,19551,0.009389710160258106,0.022924710424710424
1069,"Wagoner County, OK",County or equivalent,73428,82925,9841,9025,6685,2340,343,7177,7520,0.09774200577436401,0.00467124257776325
1070,"Greene County, AL",County or equivalent,8990,7990,-1049,1016,1119,-103,5,-960,-955,-0.1067853170189099,0.0005561735261401556
1071,"Hale County, AL",County or equivalent,15745,14670,-1092,1997,1885,112,18,-1235,-1217,-0.07843759923785329,0.001143220069863449
1072,"Pickens County, AL",County or equivalent,19749,19793,47,2246,2537,-291,84,192,276,0.009722011241075496,0.004253379917970529
1073,"Tuscaloosa County, AL",County or equivalent,195008,210758,16080,25164,17915,7249,2995,5837,8832,0.02993210534952412,0.015358344273055463
1074,"Jerome County, ID",County or equivalent,22438,24578,2223,3982,1662,2320,905,-1008,-103,-0.044923789999108656,0.040333363044834654
1075,"Twin Falls County, ID",County or equivalent,77547,88411,11171,12295,7679,4616,1924,4666,6590,0.06016996144273795,0.024810759926238282
1076,"Smith County, TX",County or equivalent,210407,235806,26077,31078,21241,9837,2161,14129,16290,0.06715080772027547,0.010270570846026986
1077,"Honolulu County, HI",County or equivalent,956320,963826,10623,133124,79117,54007,46120,-88836,-42716,-0.09289359210306174,0.04822653505102895
1078,"Herkimer County, NY",County or equivalent,64470,60945,-3524,6423,7029,-606,210,-3119,-2909,-0.048379091050100825,0.0032573289902280127
1079,"Oneida County, NY",County or equivalent,234752,227346,-7505,26260,26088,172,5282,-12950,-7668,-0.05516459923664122,0.02250034078516903
1080,"Brooks County, GA",County or equivalent,16246,15357,-957,1964,2055,-91,181,-1067,-886,-0.06567770528130001,0.011141203988674134
1081,"Echols County, GA",County or equivalent,4014,4002,-21,602,281,321,3,-348,-345,-0.08669656203288491,0.0007473841554559044
1082,"Lanier County, GA",County or equivalent,10103,10737,661,1405,945,460,133,61,194,0.00603781055132139,0.013164406611897456
1083,"Lowndes County, GA",County or equivalent,109704,118268,9011,16698,9024,7674,1969,-805,1164,-0.0073379275140377734,0.017948297236199225
1084,"Solano County, CA",County or equivalent,413963,446935,33592,52637,33374,19263,6737,7856,14593,0.018977541471097658,0.016274401335385047
1085,"Goliad County, TX",County or equivalent,7219,7626,416,721,817,-96,-4,513,509,0.07106247402687353,-0.0005540933647319574
1086,"Victoria County, TX",County or equivalent,86883,91936,5141,12970,8237,4733,547,-154,393,-0.0017724986476065512,0.0062958231184466465
1087,"Cumberland County, NJ",County or equivalent,156667,147008,-9602,20374,15718,4656,3040,-17382,-14342,-0.1109487001091487,0.019404214033587164
1088,"Camden County, NC",County or equivalent,10011,10984,1004,945,798,147,86,777,863,0.07761462391369492,0.008590550394565978
1089,"Currituck County, NC",County or equivalent,23672,29052,5505,2578,2216,362,25,5103,5128,0.21557113889827645,0.0010561000337952012
1090,"Gates County, NC",County or equivalent,12165,11464,-721,1057,1234,-177,31,-578,-547,-0.04751335799424579,0.002548294286888615
1091,"Gloucester County, VA",County or equivalent,36942,37459,600,3690,3961,-271,154,741,895,0.020058470034107517,0.004168696876184289
1092,"Isle of Wight County, VA",County or equivalent,35319,37725,2446,3598,3648,-50,618,1904,2522,0.05390866106061893,0.017497664146776518
1093,"James City County, VA",County or equivalent,67681,77612,10212,6738,7362,-624,1366,9431,10797,0.13934486783587713,0.020182916919076255
1094,"Mathews County, VA",County or equivalent,8974,8766,-210,603,1239,-636,35,400,435,0.04457321149988857,0.0039001560062402493
1095,"Southampton County, VA",County or equivalent,18642,17636,-937,1726,1935,-209,32,-768,-736,-0.04119729642742195,0.0017165540178092481
1096,"York County, VA",County or equivalent,65224,69199,4008,6650,4429,2221,2093,-337,1756,-0.005166809763277321,0.03208941493928615
1097,"Chesapeake city, VA",County or equivalent,223525,247011,24743,29585,18133,11452,4142,9231,13373,0.0412973940275137,0.018530365730902585
1098,"Franklin city, VA",County or equivalent,8579,7833,-745,1166,1379,-213,31,-563,-532,-0.06562536426156895,0.003613474763958504
1099,"Hampton city, VA",County or equivalent,137418,135464,-1999,18431,12882,5549,2777,-10330,-7553,-0.07517210263575369,0.020208415200337657
1100,"Newport News city, VA",County or equivalent,180905,179062,-1894,28369,15652,12717,5809,-20513,-14704,-0.11339100632928885,0.03211077637434012
1101,"Norfolk city, VA",County or equivalent,243019,242803,-37,36840,20383,16457,9567,-25974,-16407,-0.10688053197486616,0.03936729226932874
1102,"Poquoson city, VA",County or equivalent,12148,12257,98,974,1150,-176,45,232,277,0.019097793875535063,0.003704313467237405
1103,"Portsmouth city, VA",County or equivalent,95457,95094,-437,15348,10881,4467,1891,-6764,-4873,-0.07085913028903068,0.019809966791330128
1104,"Suffolk city, VA",County or equivalent,84859,93913,9307,11566,7817,3749,985,4600,5585,0.05420756784784171,0.011607490071766109
1105,"Virginia Beach city, VA",County or equivalent,438864,451231,13346,60755,31811,28944,12871,-28454,-15583,-0.0648355754857997,0.0293279922709541
1106,"Williamsburg city, VA",County or equivalent,13706,15259,1580,1137,921,216,830,525,1355,0.038304392236976514,0.060557420107981916
1107,"Tulare County, CA",County or equivalent,442953,468680,26504,75989,30822,45167,-1311,-17347,-18658,-0.03916216844676523,-0.0029596819527128162
1108,"Falls County, TX",County or equivalent,17895,17275,-591,2099,1918,181,41,-822,-781,-0.045934618608549874,0.0022911427773120983
1109,"McLennan County, TX",County or equivalent,235904,259730,24835,35539,21730,13809,2794,8343,11137,0.03536608111774281,0.011843800868149757
1110,"Walla Walla County, WA",County or equivalent,58915,61292,2511,6711,5870,841,562,1130,1692,0.01918017482814224,0.009539166595943309
1111,"Houston County, GA",County or equivalent,140414,160110,20537,20778,11809,8969,2298,9322,11620,0.06638939137123079,0.01636588944122381
1112,"Peach County, GA",County or equivalent,28104,27950,-104,3122,2651,471,143,-742,-599,-0.02640193566752064,0.0050882436663820104
1113,"Frederick County, MD",County or equivalent,234239,265161,31746,29021,18076,10945,6200,14793,20993,0.0631534458395058,0.026468692233146487
1114,"Montgomery County, MD",County or equivalent,975619,1051816,80537,131789,61323,70466,78718,-68578,10140,-0.07029178398534675,0.08068518550786731
1115,"District of Columbia, DC",County or equivalent,605282,712816,111049,96247,51168,45079,38285,26531,64816,0.04383246156337048,0.06325150921388709
1116,"Calvert County, MD",County or equivalent,88989,93072,4331,9331,6952,2379,623,1367,1990,0.01536144916787468,0.007000865275483487
1117,"Charles County, MD",County or equivalent,147159,164436,17872,18978,10682,8296,1803,7856,9659,0.0533844345232028,0.012252053900882718
1118,"Prince George's County, MD",County or equivalent,866442,909612,45584,124424,61060,63364,52544,-69848,-17304,-0.08061474397593837,0.06064341294627915
1119,"Arlington County, VA",County or equivalent,209319,240119,32423,31305,9585,21720,20261,-9799,10462,-0.04681371495181995,0.096794844232965
1120,"Clarke County, VA",County or equivalent,14018,14622,594,1271,1575,-304,45,858,903,0.06120701954629763,0.003210158367812812
1121,"Culpeper County, VA",County or equivalent,46834,53569,6882,6506,4314,2192,772,3934,4706,0.08399880428748345,0.016483751120980484
1122,"Fairfax County, VA",County or equivalent,1086165,1150847,69166,151795,51808,99987,91386,-122778,-31392,-0.113038074325724,0.08413638811782741
1123,"Fauquier County, VA",County or equivalent,65433,71361,6139,7779,5585,2194,328,3658,3986,0.055904513013311334,0.0050127611449880035
1124,"Loudoun County, VA",County or equivalent,315486,422784,110442,52465,13320,39145,20388,50231,70619,0.15921784167918704,0.06462410376371693
1125,"Madison County, VA",County or equivalent,13299,13312,6,1310,1483,-173,110,76,186,0.005714715392134747,0.008271298593879239
1126,"Prince William County, VA",County or equivalent,406183,475533,73527,66874,18903,47971,23038,2320,25358,0.005711711223758749,0.05671827722972157
1127,"Rappahannock County, VA",County or equivalent,7502,7260,-247,637,724,-87,32,-189,-157,-0.025193281791522262,0.004265529192215409
1128,"Spotsylvania County, VA",County or equivalent,122981,138449,15994,16141,9039,7102,1533,7451,8984,0.06058659467722656,0.0124653401744985
1129,"Stafford County, VA",County or equivalent,129857,156748,27755,17597,7450,10147,2889,14727,17616,0.11340936568687095,0.022247549227226868
1130,"Warren County, VA",County or equivalent,37520,40475,3023,4920,3855,1065,179,1662,1841,0.044296375266524524,0.0047707889125799575
1131,"Alexandria city, VA",County or equivalent,140737,158726,18728,27943,7553,20390,18437,-20041,-1604,-0.1424003637991431,0.13100321876976204
1132,"Fairfax city, VA",County or equivalent,22616,23429,875,3146,2172,974,2288,-2405,-117,-0.10634064379200564,0.10116731517509728
1133,"Falls Church city, VA",County or equivalent,12422,14631,2364,1522,817,705,607,1022,1629,0.08227338592819193,0.0488649170825954
1134,"Fredericksburg city, VA",County or equivalent,24356,29492,5314,4189,1984,2205,1348,1669,3017,0.06852520939398916,0.05534570537033996
1135,"Manassas city, VA",County or equivalent,38212,40869,3070,6965,2254,4711,2306,-3995,-1689,-0.10454830943159216,0.06034753480582016
1136,"Manassas Park city, VA",County or equivalent,14451,18004,3761,2602,366,2236,1236,248,1484,0.017161442114732545,0.0855304131201993
1137,"Jefferson County, WV",County or equivalent,53612,57486,3996,5896,4904,992,740,2283,3023,0.0425837499067373,0.013802879952249495
1138,"Black Hawk County, IA",County or equivalent,131164,130786,-300,17344,12480,4864,3053,-8135,-5082,-0.062021591290293075,0.02327620383641853
1139,"Bremer County, IA",County or equivalent,24296,25311,1031,2666,2245,421,371,258,629,0.010619031939413895,0.015270003292723084
1140,"Grundy County, IA",County or equivalent,12464,12217,-236,1332,1396,-64,3,-171,-168,-0.013719512195121951,0.0002406931964056483
1141,"Jefferson County, NY",County or equivalent,116609,108095,-8139,20811,9304,11507,3600,-23363,-19763,-0.2003533174969342,0.030872402644735824
1142,"Lincoln County, WI",County or equivalent,28777,27566,-1177,2733,3396,-663,17,-516,-499,-0.017930986551760085,0.0005907495569378322
1143,"Marathon County, WI",County or equivalent,134064,135593,1520,16254,12128,4126,702,-3247,-2545,-0.024219775629550067,0.0052363050483351225
1144,"Jefferson County, OH",County or equivalent,69669,64939,-4779,6773,9772,-2999,-34,-1687,-1721,-0.02421449999282321,-0.00048802193227978006
1145,"Brooke County, WV",County or equivalent,23973,21674,-2372,1958,3402,-1444,-4,-903,-907,-0.0376673757977725,-0.00016685437784173864
1146,"Hancock County, WV",County or equivalent,30686,28571,-2120,2735,4264,-1529,54,-613,-559,-0.01997653653131721,0.0017597601512090203
1147,"Chelan County, WA",County or equivalent,72747,77574,5114,9375,7062,2313,105,2746,2851,0.03774726105543871,0.001443358489009856
1148,"Douglas County, WA",County or equivalent,38513,43560,5133,5335,3182,2153,523,2477,3000,0.06431594526523511,0.013579830187209513
1149,"Belmont County, OH",County or equivalent,70337,65932,-4470,6926,9209,-2283,31,-2151,-2120,-0.030581344100544517,0.00044073531711616936
1150,"Marshall County, WV",County or equivalent,33091,30103,-3025,3140,4203,-1063,51,-1988,-1937,-0.060076758030884525,0.0015412045571303375
1151,"Ohio County, WV",County or equivalent,44477,41182,-3251,4564,5942,-1378,122,-1979,-1857,-0.0444949074802707,0.002742990759268836
1152,"Butler County, KS",County or equivalent,65901,66992,1108,7628,6557,1071,372,-331,41,-0.005022685543466715,0.005644830882687668
1153,"Harvey County, KS",County or equivalent,34740,34291,-393,4211,4053,158,504,-1046,-542,-0.030109383995394364,0.014507772020725387
1154,"Sedgwick County, KS",County or equivalent,499138,519907,21551,74904,44911,29993,9048,-17318,-8270,-0.034695815586070385,0.018127251381381503
1155,"Sumner County, KS",County or equivalent,24119,22578,-1559,2732,2724,8,73,-1646,-1573,-0.06824495211244247,0.0030266594800779467
1156,"Archer County, TX",County or equivalent,9118,8730,-331,822,913,-91,23,-265,-242,-0.02906339109453828,0.002522483000658039
1157,"Clay County, TX",County or equivalent,10737,10550,-204,873,1254,-381,96,78,174,0.0072645990500139705,0.008941044984632579
1158,"Wichita County, TX",County or equivalent,131802,133205,1546,17489,13928,3561,3506,-5486,-1980,-0.04162304062153837,0.026600506820837318
1159,"Lycoming County, PA",County or equivalent,116215,113209,-2886,12652,13133,-481,869,-3242,-2373,-0.027896571010626856,0.007477520113582584
1160,"New Hanover County, NC",County or equivalent,203295,236613,33930,22854,19341,3513,1575,28513,30088,0.14025431023881552,0.007747362207629306
1161,"Pender County, NC",County or equivalent,52415,64671,12476,6315,5598,717,174,11508,11682,0.2195554707621864,0.00331966040255652
1162,"Frederick County, VA",County or equivalent,78545,91119,12853,9812,6945,2867,875,9128,10003,0.11621363549557577,0.011140110764529887
1163,"Winchester city, VA",County or equivalent,26150,27700,1477,3811,2778,1033,1358,-910,448,-0.034799235181644364,0.05193116634799235
1164,"Hampshire County, WV",County or equivalent,23945,23190,-762,2277,2733,-456,-39,-256,-295,-0.010691167258300271,-0.001628732512006682
1165,"Davidson County, NC",County or equivalent,162841,169234,6410,17877,18096,-219,909,5876,6785,0.036084278529363,0.0055821322639875715
1166,"Davie County, NC",County or equivalent,41252,43286,2068,3968,4634,-666,24,2732,2756,0.06622709201978086,0.0005817899738194513
1167,"Forsyth County, NC",County or equivalent,351378,383843,33208,45918,33775,12143,4784,16392,21176,0.04665061557638782,0.013614967357091223
1168,"Stokes County, NC",County or equivalent,47330,45743,-1657,4056,5540,-1484,160,-315,-155,-0.006655398267483625,0.003380519754912318
1169,"Yadkin County, NC",County or equivalent,38435,37625,-787,3971,4397,-426,2,-340,-338,-0.008846103811630025,5.203590477429426e-05
1170,"Windham County, CT",County or equivalent,118543,116540,-1839,11449,10783,666,3184,-5722,-2538,-0.04826940435116371,0.026859451844478376
1171,"Worcester County, MA",County or equivalent,800404,829212,30827,87896,72329,15567,35227,-19599,15628,-0.024486384375890177,0.04401152418028896
1172,"Yakima County, WA",County or equivalent,244249,251879,8639,40578,20133,20445,848,-12673,-11825,-0.051885575785366574,0.003471866824429169
1173,"York County, PA",County or equivalent,435420,450448,15432,49895,41514,8381,6139,1319,7458,0.0030292591061503835,0.01409903082081668
1174,"Mahoning County, OH",County or equivalent,238315,226075,-12713,24555,31303,-6748,2630,-8500,-5870,-0.035667079285819185,0.011035813943729936
1175,"Trumbull County, OH",County or equivalent,209838,196800,-13531,21459,26330,-4871,211,-8815,-8604,-0.042008597108245414,0.0010055376052002024
1176,"Mercer County, PA",County or equivalent,116607,108545,-8118,11329,14595,-3266,410,-5214,-4804,-0.044714296740332914,0.0035160839400722077
1177,"Sutter County, CA",County or equivalent,94742,96385,1634,13256,8230,5026,1964,-5395,-3431,-0.0569441219311393,0.020729982478731715
1178,"Yuba County, CA",County or equivalent,72345,80160,8018,12192,6183,6009,681,1360,2041,0.01879881125164144,0.009413228281152809
1179,"Yuma County, AZ",County or equivalent,197148,217824,22074,31510,15302,16208,7840,-2219,5621,-0.011255503479619372,0.039767078539980114
1180,"Brown County, SD",County or equivalent,36655,38738,2206,5109,3779,1330,1166,-296,870,-0.008075296685308963,0.031810121402264364
1181,"Edmunds County, SD",County or equivalent,4066,3817,-254,447,445,2,45,-298,-253,-0.07329070339399901,0.011067388096409248
1182,"Grays Harbor County, WA",County or equivalent,72849,75950,3150,7903,8666,-763,85,3833,3918,0.05261568449807135,0.0011667970733983994
1183,"Pontotoc County, OK",County or equivalent,37594,38397,909,5427,4600,827,379,-274,105,-0.007288397084641166,0.010081395967441613
1184,"Lenawee County, MI",County or equivalent,99642,97808,-2090,10573,10449,124,577,-2785,-2208,-0.02795006121916461,0.005790730816322434
1185,"Otero County, NM",County or equivalent,64405,67967,4131,9249,6127,3122,4099,-3174,925,-0.04928188805216986,0.06364412700877263
1186,"Stanly County, NC",County or equivalent,60578,63239,2654,6919,7159,-240,179,2770,2949,0.0457261712172736,0.00295486810393212
1187,"Freeborn County, MN",County or equivalent,31203,30364,-890,3424,3728,-304,270,-843,-573,-0.027016633016056148,0.008653014133256417
1188,"Marshall County, AL",County or equivalent,93119,96990,3973,13688,11537,2151,858,1050,1908,0.011275894285806332,0.009214016473544605
1189,"Coosa County, AL",County or equivalent,11779,10650,-1106,939,1434,-495,74,-686,-612,-0.05823923932422107,0.0062823669241871116
